review,sentiment
それ以外は良かったですが、お風呂に入れなかったのが残念です_(.,negative
好きな時に何度も入れる幸せな時間になりました。,positive
部屋の中にパジャマもなく、フロントに問い合わせると、フロント横に置いていますとのコト。,neutral
日帰り浴場は宿泊者も利用でき、私は朝6時から入りました。,neutral
お得なプランが利用でき、大満足でした。,positive
クリスマスにいったので、デザートもクリスマスをモチーフにしたもので、嬉しかったです♪,positive
でも、翌日は雲間から朝の太陽の光が街に降り注ぐ、いわゆる”天使のはしご”がとてもきれいでした。,positive
寝るだけのつもりで行きましたが、大浴場は24時間利用可で、夜、朝2回利用しました。,neutral
鴎外の旧邸では宴会がされており、大広間一つしか観れませんでしたが、クラシカルな雰囲気に、ちょっとした観光気分になれます。,neutral
ただ一つかなりガッカリだったのはバーベキューです案内された席のせいか全く風通りがなくとにかく暑い!!!,negative
24時間滞在プランだったので翌朝もゆっくり夫婦でホテルの周りをお散歩し、足湯を楽しめてとても良かったです。,positive
今回は1人での旅行でしたが、夕飯の際、隣の方との間に仕切りがあるなど、周りを気にせずにくつろぐことができました。,positive
朝食ですが、主人はアレルギーがあるため食べられるものが限られてしまいおかずがほとんど食べられませんでした。,negative
私学支援のせいかお客様も高年齢の落ち着いた方が多く静かな時間を過ごせて満足でした。,positive
ただ、期待していた夕食が今一つインパクトに欠けたのが残念です。,negative
初めての連泊で翌日のチェックアウトに間に合わず、フロントやクリーニングスタッフの皆様にご迷惑をおかけしましたが、とても親切にしていただきました。,positive
あんなに美味しいパテを食べたのははじめてです。,positive
多くを求めないビジネスマンの出張にオススメです。,positive
"部屋係りの人は明るく笑顔が素敵な人でしたが、料理を運ぶ時、ガチャガチャ音を立てて,,,。",neutral
また夕食は部屋食で朝食は会場処でしたが、しっかり仕切りで区切られて個室のような場所だったので他のお客さんに気兼ねすることなく家族だけのゆっくりな時間を過ごせて良かったです。,positive
7時からの朝食はたこ焼きがあり嬉しかったです、大阪マラソンで利用しましたが当日だけは6時からにして欲しかったですね。,neutral
3人部屋ですが、二人なので十分ですが3人だったらキツイでしょうね。,neutral
全然ぬくもれませんでした。,negative
嵐の湯も貸切り風呂もマッサージもやりたい放題。,positive
"バスタブにも髪の毛1,2本落ちている程度は、全く気にしませんが、ここまで髪の毛が落ちていると、掃除なんて全くしてないと思います。",negative
ベテラン層の方々は気遣いある接客をして下さり、若い方々もそれに続けと背中を見ながら頑張っていらっしゃる様子。,positive
飛騨牛づくしの中華ということで期待してそれなりの期待通りのお食事でしたが、やはり飛騨牛のみだとかなり最後のステーキがあぐんでしまいました。,neutral
残念だったのはフロントの方が慣れていない方だったのか、無料の子供の朝食のみ追加の操作が解らず、結局他のフロントに頼って時間がかかってしまった事です。,negative
お風呂は温度的にも私的には丁度よく三回入浴させていただきました。,positive
また、喫煙場所の案内をして頂けると愛煙家にとっては有り難いです。,positive
朝食のシステムをあまり確認しなかった私が悪かったのですが、毎日ほぼ同じ朝食のメニューでしたので飽きてしまいました。,negative
1人で宿泊される方は特に窮屈を感じないと思います。,positive
また、夕食も多くはありませんが、私たちには丁度良い感じです。,neutral
普通のお部屋のはずだったらしいのですが、空きがあったためセサミストリート仕様のお部屋にグレードアップしてもらって、テンション上がりました(^o^),positive
蟹が一杯・焼き蟹・鍋・てんぷら・茶碗蒸し等すべて蟹が入っていてあまりにも多くて食べられませんでした。,neutral
今年気づいたのですが冷水がおいしかった。,neutral
全体的には好評価ですが、ただ残念なのが朝ごはん。,negative
しゃれたラウンジで、素敵な夜景を眺めながら、心ゆくまでゆったりした時間をすごしました。,positive
でもスタッフの方々の対応は少なからずそれをカバーしています。,positive
他にもたくさんの家族がおられ、駐車場がホテルからかなり離れたところへ誘導され、長旅の運転後にはこたえました。,negative
夕食のビュッフェにお酒のアテになるメニューが加わればより良い宿と思います。,neutral
部屋から見えた海も片瀬江ノ島駅もささやかながら見えて何だか嬉しかったです。,positive
ハイシーズン料金でも納得!,positive
不満を言うなら、お部屋の布団が薄くて重かったこと...,negative
滞在中と出張中も無料で車を預かっていただき、更にホテルから空港まで送ってくださり大変助かってます。,positive
コンサート会場へはホテル前にある路面電車で移動出来ました。,neutral
大浴場も広くてドリンクサービスもあったりと細かいサービスがいたる所になされてて混み合いがちで大浴場を使うのを嫌がる夫の希望でいつも露天風呂付きのホテルを探すのですが、個人客専用の露天風呂が空いててすごく喜んでました。,positive
私は腎臓移植を受けているので食事の塩分をかなり控えて欲しいと伝えていたので食事中仲居さんが何度も味を確認してくれとても安心してまた美味しくいただけました。,positive
今回も温泉浴場でゆったりと心身共にリフレッシュしました。,positive
11時のチェックアウトの時間は、フロントに少し列がありましたが、それほど待つことなくチェックアウトできました。,positive
特にお風呂が大理石で、ずっと泊まりたかったホテルだったので大大大満足でした!!,positive
急遽2人での予約に変えていただいたのですが対応がとても良かったです。,positive
電気を点けると外から見えちゃうかも。,negative
おすすめは濃いめの味噌汁です(笑),positive
お風呂(大浴場)は気持ち良かったのですが欲を言いますとテラスが有れば外に出たい気持ちになりました。,neutral
携帯充電機、iphone5用壊れてました。,negative
ミニオンがホテルのあちこちにあり、写真撮りまくりました。,positive
女性フロアでのシングルルームを利用しました。,neutral
(ちゃんぽんは800円しないのに丼に山盛り&具材も野菜たっぷりにお肉も大きく、冬場限定かもしれませんが牡蠣もどっさり!,positive
また、朝食、食種豊富で、満喫しました。,positive
1年ほど前に利用をさせていただいた時は、ひっそりとしてなんとなく暗い感じでしたが、今回は活気がありました。,positive
寒くなってきたので、ゆっくり手足を伸ばして入れるお風呂のあるお宿を探していました。,neutral
シティホテルのクオリティを求める方がおかしい。,neutral
朝食が無料でしたので期待せずに利用。,neutral
少し言うのであればテレビがデカすぎて目が疲れました。,negative
グランイルミに行ったのですが、バスで送迎してもらえて、とても助かりました。,positive
特に、接客では細やかな対応をして下さり、とても感謝しています♪,positive
おまけに部屋の正面が喫煙室&製氷機が置いてある場所でさらに良かったです。,positive
特に布団が気に入っています。,positive
温泉は外ということもあり、利用しませんでした。,negative
100年以上の歴史を重ねているとのこと、ずーっと培ってきたものが感じられて居心地のよい穏やかな時を過ごすことが出来ました。,positive
台拭きを頼んだら、20分後にタオルが出てきた。,negative
雨の日の滑り止め対策をした方が良いと思います。,negative
朝食は元来豪華である必要はないのだが、さすがというほどではなかった。,negative
ただシャワーカーテンに小さなシミが点在していたので、それが残念でした...,negative
ただ、夕食は満足でした、、、。,positive
浴衣姿が可愛く、遊ぶところもあり、楽しんでました。,positive
一階の居酒屋へ行きました、鍵を見せると一割引でした。,positive
宿に15時以前に到着きましたが、親切な対応ありがとうございました。,positive
飲泉ができるということで少し飲んでみましたらしょっぱくてたくさんは飲めませんでした。,negative
羽田までもちろんリムジンバスが有りますから帰りも荷物多くても楽です。,positive
お部屋が面白い造りなのが気に入って決めました。,positive
ちゃんと掛け流してありましたが、加水はしていないという事でした。,positive
部屋はカプセルホテルなのでベットだけですが、他の人が歩く音やカーテンを開け閉めする音が気になる方は、フロントの耳栓をしたらいいと思います。,neutral
フロントが狭い(小さい)ため、チェックイン時に少し待たされたのが不満と言えば不満ですが、数分のことですので許容範囲です。,neutral
お食事は、毎回岩原のピッツェリアラ・ロカンダ・デル・ピットーレに行くことにしてますが、今回旅館で初めて夕食を頂きましたが素晴らしく美味しい!,positive
直前の予約にもすぐに対応頂きありがたかったです。,positive
小さな子ども連れでしたが、スタッフの皆様があたたかく対応したくださり、ほっとできました。,positive
駐車場のどこにも自分の車がありませんでした。,negative
そして、フロント、食事会場の女性の方が凄く感じが良くて癒されました。,positive
場所的にはちょっと分かりにくいが、Googleのストリートビューで下調べしていたので、迷わなかった。,neutral
一人旅でやや緊張するもフロントにいくと接客は丁寧で、廊下ですれちがうときも笑顔。,positive
・ホテルの全てのスタッフの挨拶が徹底されている。,positive
今回初めて和室を利用しましたが自宅に居る感覚で、リラックスできました。,positive
※水がサービスされる。,positive
しかし、私は二日間お世話になったのですが、浴室のお掃除がされてませんでした。。,negative
外国人客も多く朝は8時半過ぎると朝食会場で並ぶこと必至です。,negative
ちゃんとネギも生姜もついてて(^^),positive
入浴マナーを伝えて欲しいですね。,negative
名前とパスポートだけでチェックインできました。,positive
外観は古く、6年生の娘は到着するなりちょっと不安げな感じでしたが、近くのイオンで美味しいものを買い込んで、部屋でパーティー、気持ちのいい温泉に入り、すっかりリフレッシュ!,positive
4人家族で行ったのですが、4人同じ部屋ではなかったのが、残念でした。,negative
自分のおばあちゃん世代の方が働いてらっしゃり、田舎に遊びに来た感覚が楽しめます!,positive
若い仲居さんが丁寧に焼き加減を見に来ていただいて丁度いい焼き加減で食せました。,positive
夕食は新会津伝統・美食プランに期待して宿泊、楽しく、美味しく満足した食事ができました。,positive
海外のパックバッカー気分に浸れるホテル。,positive
浴槽の体重に合わせお湯の量を調節するシールはなかなかのアイディアですね。,positive
近隣の観光地(庭園)についての見どころも説明頂きとても助かりました。,positive
22時から翌朝10時まで停めて1100円でした。,neutral
大浴場のある階に当たりラッキーでした。,positive
大変お世話になりましたご主人が自家用車で港や色々な漁船スポットを案内してくれました。,positive
何よりも、寝床ですが、2段になっているうちの上の階でした。,neutral
時々、利用させて頂いていますが、今回は、清掃がダメでした。,negative
しかし、日本人スタッフが何人か勤務してること、日本語の表記があること、朝食に納豆や味噌汁があったりしたことは、とても有り難かったです。,positive
風船豆腐は初めて食べました。,neutral
相差が安くて良すぎるのかもしれませんが相差に馴れた私としましてはコストパフォーマンス的には辛い物がありました。,negative
二人で泊まるにはもったいないくらいでした。,positive
夜景と朝食を目当てに泊まりました。,positive
お部屋係りの可愛い女性、丁寧に親切に対応してくださり、ありがとうございました!,positive
外出しようとするとすぐ声をかけてくれ、八方尾根などに送迎、帰りの徒歩3分のバス停も送っていただいた。,positive
髪の毛が少し落ちてたので気になって自分で拾いました。,negative
バーベキューが出来るロッジを選びました。,neutral
フロント(女性ベテラン社員)の対応が悪く残念な気持ちで部屋に向かうと、部屋(ベッド)と洗面台/お風呂に女性の髪の毛が落ちてたりと。。。,negative
ロビーでのドリンクやアイスの飲み食い放題はよかったが、格安とはいえない、高級感を演出したホテルのわりに、チェックイン・アウトの際のスタッフの手助け(出迎え見送りや荷物運び等)があってもいいのではと思った。,negative
問い合わせはフロントの方が丁寧に教えていただき、スムーズに名古屋観光をすることができました。,positive
一階で塀に囲まれていて暗かったですが、夏場で暑かったのでかえって良かった気がします。,neutral
道路規制で到着するのに案内をお願いしましたが、丁寧な対応をしていただきました。,positive
出張でたまに宿泊しますが立地条件はソコソコ。,neutral
USJまでは送迎バスで20分くらいかな。,neutral
この感じなら5000~6000円くらいで泊まれると嬉しいです。,positive
ソフトクリームの機械がなくなり残念でした。,negative
お部屋に入ってすごいと思ったのが、お部屋の広さでした。,positive
凛とした空気の中で、自分と向き合い、お話を聞くことができます。,positive
脱衣場の分だけ人が来たら手狭だろうな。,negative
翌日20時までの利用が可能ということで、市内観光中は荷物を置いて身軽に出かけることができ、助かりました。,positive
連泊だったので、清掃は結構です等のDDカードをドアに貼り夕方まで部屋に居たので外にタオルが入っている袋やお水が置いてあり助かりました!,positive
これほど気持ちいい露天風呂は久しぶりです。,positive
近くに食堂のようなものが無く、結局駅の向こうがはまで歩かされた。,negative
"自家製の果実酒は種類が豊富でどれしようか迷いましたが,とても飲みやすく次回は違うものを飲んでみたいです。",positive
日本酒の熱燗が飲みたかったのですが、冷酒しかなかったので、お酒を飲みながら食事が出来なかったのが、とても残念でした。,negative
ハンドソープが置いてある方の洗面台で化粧中の人がいると、トイレから出た時にハンドソープで手を洗えない、二つ置けばいいのにと思いました。,negative
朝の出発が早いのですがスムーズに名鉄の駅までたどり着けました。,positive
風呂は内湯も露天風呂も風情があって非常に良かったですので、また行ってみたいです。,positive
子供と取り分けて食べられるよう、最初から茶碗・取り皿・箸フォーク等用意していただき、おかわりのご飯もスタッフの方から声掛けしていただきました。,positive
天ぷらがあげたてでない感じがしたのが残念でしたがあとは申しぶんありません。,neutral
電話で対応してくれた女性は可もなく不可もなく。,neutral
それと、HOTEL専用のプライベートビーチへは、10分おきにシャトルバスが出てて、とても便利でした(o^^o),positive
大浴場の白湯には誰も浸かっていませんでした。,neutral
犬に猫に源泉掛け流し温泉にどれも満足のする場所です。,positive
ノお風呂からの川の景色良かったです!!,positive
化粧台代わりとしてテーブルの上に三面鏡が置いてありましたが、テーブルが低く、首を横にして覗き込んでも鏡に顔がしっかり映らず、結局使えなかったのが残念でした。,negative
またホテル自体の立地ですが、近くに飲食店などは有りましたが、コンビニは前橋駅まで行かないと無いという事で少なくとも10分ぐらいは歩きました。,neutral
大きなホテルなのかなぁと思っていたのですが、それほどでもなく泊まったのは新館の西館。,neutral
この価格では満足です。,positive
夜は風と雨の音が響きかなりうるさかったのは部屋の位置のせいでしょうか?,negative
キャリーケースを開く場所がなく、ドアの前に広げていました。,negative
他にも温泉あり、美味しい朝食ありと大満足の旅行でした。,positive
お部屋も周辺環境、飲食店等がたくさんありお気に入りのお店も見つかり、ばっちりで大満足でした。,positive
朝食がもう2~3品でも増えると(ゆで卵や生卵ではなく、オムレツや卵焼きなど)いうことなしです。,neutral
今まで数々旅行に行ってきましたがこんなに気の利いたサービスをしてくださったのは初めてです。,positive
日程のせいもあると思いますが、少しお値段が高めだったので、もう少し安価であれば言うことなし(笑),neutral
料金が安かったのであまり期待していませんでしたが、笑顔で対応して頂き気持ち良く利用させていただきました。,positive
内風呂は、外風呂より温度が低くて塩素のニオイがしたので、水で薄めてたのかな?,negative
建物に古さがありますがトータルでは良かったと思います。,positive
今でどうしても空いてなくて喫煙の部屋を予約した事が他のホテルでもありましたが、ここが一番設備や品揃え(空気清浄機+ファブリーズ)が良くて、最も快適に過ごせました。,positive
ちょうど春休みシーズンだからか小学生がお得に泊まれる料金プランがあり、助かりました。,positive
近くて広い駐車場が確保出来ないものでしょうか。,negative
レンジの開閉ボタンが潰れていましたが、何とか開閉出来ました。,neutral
駅から出て直ぐの所でしたが、分かりにくく、周りをウロウロしてしまいました...。,negative
併設るり渓温泉ではラドン温泉や岩盤浴、酵素浴、ランタンテラスでのマンガ三昧と篭る要素満載です。,positive
お部屋も綺麗ですし私がこの宿を何回も利用させていただいてるのは女将さんの何気ないお客様への心配りと従業員の接客のたかさ、また露天風呂が24時間無料で入れる所が一番の私には最高なのです。,positive
魚料理の軍ちゃんまでは、車で5分。,neutral
ロッカーがコの字だったので、隅っこ同士だとどうしてもぶつかってしまいそうでした(́Д‘),negative
個人的に、骨折から復帰したばかりなので、夕飯はコンビニで済ませましたが、セブンイレブンも目の前にあり、大変便利です。,positive
普段聞くことのない風の通る音、鳥の鳴き声、クマゲラが木をつつく音、満点の星空、鏡のような湖・・・普段使う事のない『五感』を使う事を思い出させてくれました。,positive
早朝出発可能ということ、値段が手頃ということで選びました。,positive
よかったところは、すぐ後ろの神社がとても綺麗で、写真もたくさんとれたので満足できたのと、露天風呂が開放感溢れており、雨の中温かいお湯に浸かってるのが何とも言えない幸せなひと時となりました。,positive
宿の地下に更衣室やシャワーがあり、宿専用のトンネルを抜けて宿から水着で歩いて海水浴場まで出られる柏崎近辺では貴重な宿です。,positive
4歳の息子と少食な小2の娘は幼児用の食事にしましたが、適量で内容も子供向けだったので、程よく食べられました。,positive
そのおかげで朝食もスムーズだった。,positive
横浜からちょっと離れてますが、中華街での食事も有意義だし、効果的に時間を気にせず有意義に過ごせるので、大切な時間を有効に活用できる迷わない立地条件のホテルです。,positive
ジャグジーがちょっと不調でしたが・・・,negative
チェックインの際の応対がもう少し丁寧であったらもっと気持ち良く過ごせたかなと思います、、、。,negative
山形大学で行われた学会に参加するために宿泊したが、静かで快適な一夜となった。,positive
十和田湖の紅葉をみながら露天風呂...,positive
あと多分男女入れ替えた後だと思いますが女性の髪の毛がたくさん排水口にあったりしてもう少しマメに清掃したほうがいいかな!!,negative
チェックイン時間すぐにチェックインしたので、貸切風呂を1番に利用できましたが、1番風呂は温度が熱すぎて入れなかったのも良い思い出になりました。,positive
食事もレストラン関係20時でラストオーダーだしルームオーダーも21時まで...,negative
今回、予約を入れた部屋より、大きい部屋が空いていたとのことで、サービスで大きい部屋に案内してくれました。,positive
參は岩露天で、凄く良かった。,positive
一つだけ難を言えば、部屋の暖房の調子があまり良くなかった点でしょうか。,negative
笑荷物も持って部屋まで運んで下さったり、部屋の説明も丁寧にして下さったり、素晴らしいと思いました!,positive
お風呂は目の前にスパがあったので良かったですが、部屋のには入る気になれませんでした...。,negative
また、スタッフさんも気さくにお話して下さり、箸袋に津和野小唄の歌詞があったのでどんな歌か聞いたところ、すぐに歌って下さいました。,positive
残念だった点・シャワーヘッドを掛けるフックが緩くなっていたのか、ヘッドが安定しなかった。,negative
ただ、お風呂の水をためてお風呂から出る時に水を抜いたらトイレのところなど足元がべちゃべちゃになりました。,negative
入口のエントランスが広くて開放的ですので、いつも出張の際には必ずこちらを利用させてもらってます。,positive
せめて小さい台車などがあったら助かったかなと思いました。,negative
立地と大浴場と料金だけで選びましたが、これまで宿泊したビジネスホテルの中ではかなり良かったと思います。,positive
絵本もあり、楽しくすごせました。,positive
おもてなしも完璧ですし、部屋もフロアによって雰囲気が異なるので毎回どんな部屋になるのか楽しみにしています。,positive
コストパフォーマンス的には第一に立地から考えいいのかな?,neutral
すべてにおいて平均点以上でした。,positive
ピッチャーと升酒のチケットを使いましたが、ビールのクーポンはメニュー表と同じ価格。,neutral
受付の女性はあまりお客様の荷物とかそういう認識はなさそうです。,negative
エレベーター側の部屋は、少し音がうるさいが、飲んで帰ってきたら、問題なしかな。,neutral
夕食に金沢駅まで送迎してくださるのはいいのですが、お目当てのお店が平日であるにも係らず、メチャ混みでホテルに夕食があれば良かったのにと思ってしまいました。,negative
宿の方たちもご家族でされていて一緒に生活しているような気分になりました。,positive
駅南側のロータリーに、24時間1000円の地下駐車場を発見。,neutral
チェックイン時に精算を済ませてしまうので、チェックアウトは部屋キーを指定ボックスに入れるだけでO.,positive
ログハウス(調?,neutral
ただ、禁煙の表示がなく、喫煙と思って予約したのでいちいち喫煙所に行くのがめんどくさかった。,negative
希望としてはベッドルームがあれば尚満足したことです。,neutral
エアコンの吹き出し口は黒カビだらけで、スイッチをOnにする気になれず。,negative
総合的にいいお宿です。,positive
入った瞬間から非常に気持ちが良く滞在できました。,positive
利用させて頂いたプランでは他の方の口コミにもある通りプールを利用するなら断然お得だと思いました。,positive
お風呂は、湯が熱いがそれが上がった後に非常に心地よいし、しみ込んでくるような感じで、10分近く入れてしまいました。,positive
あわびの踊り焼きと小金目の煮つけが一人に一つずつ!,positive
新潟で日本海に近いせいか、始めは塩辛い湯で肌にごわつきを感じ、なじみにくかったのですが、徐々に慣れてきてじんわり心地よく温まってきました。,neutral
那須岳も見える最高のロケーションで、朝、散歩したときの気持ち良さといったらないですね!,positive
大抵の宿は冷えた焼き魚。,negative
特に感想はないのですが、シャワーの温度がさわれないほど熱くなったり真水みたいに冷たくなったり温度がさだまりませんでした。,negative
そちらの都合で19時30分にしたんだから、せめて温かいお料理を提供して欲しかった。,negative
朝食はチェックイン時苦手な食べ物はあるか聞いて下さり、連れが野菜が苦手と伝えると別料理を用意して頂きました。,positive
旭川には何度もきましたがこんなにコスパの良いホテルは稀です。,positive
一番はだまこ餅のお汁。,positive
釣れた御魚も氷をいただき、きちんと対応していただきました。,positive
以前、宿泊してお風呂が良かったので満足です。,positive
ただ客室露天風呂に入るとき目の前が道路で簾は付いていましたが車の運転手がこちらを見ていたので明るい時間帯は使用しませんでした。,negative
一言でいえばよいビジホです。,positive
ホテル内に大浴場があれば大変満足にしたいところですが、近くにあるので、これは無理のようですね。,neutral
何故か、部屋の数と食堂のテーブルの数も不一致。,negative
レストランでもベビーベッドを貸して頂き始めて妻がゆっくり食事ができました。,positive
また、スタッフ皆様の自然でさりげない接客には感心させられるばかり!,positive
お風呂(月読)に二度入りましたが、床と洗面に髪の毛が散乱していました。,negative
それから米沢牛がこんなにおいしいなんて驚きです。,positive
プランで子供のアメニティが頂けて、かわいいクマのハンカチ、ハブラシ、スリッパで旅の疲れも忘れ大はしゃぎでした。,positive
そんなに混雑なく支障ありませんでした。,neutral
ただ人気なのか年々料金が高くなってるような気がします(笑),negative
なめらかで、適温なのでいつもより長い時間つかることが出来、このお宿にして良かったと心から思いました。,positive
総合的に古さを感じてしまいますが、これはしょうがないですね。,neutral
あの部屋であの掃除であの料金は...,negative
何度か行ってますが新しくなったバイキングの場所での食事雰囲気も良く料理も良くて楽しく食事できました。,positive
11時頃ホテルに到着したのですが、部屋の準備ができているとのことで、すぐに部屋へ案内して頂けました。,positive
ケトルを使おうとしましたが、結構な量の埃があり使用せず。,negative
朝食なしプランでしたが、朝食をブュッフェで取りました。,neutral
駅からも近かったのですが方向音痴の私はわからず(苦笑)電話したところ、丁寧に教えていただきました。,positive
福岡の土曜日のホテルはどこも高くて、辟易していましたが、コスパに優れたホテルに出会えて、本当にラッキーでした。,positive
荷物などの対応が良かっただけにとても残念でした。,negative
あ、料理は当然、質も量も文句なしです!,positive
料理は「牛×豚しゃぶ鍋(お部屋食)」でした。,neutral
また、2回ほどお風呂に入りたいと思いましたが、タオルは一人一枚しかくれないのは海が近くにある宿としては不親切に思いました。,negative
朝食会場のゴハンを入れている保温ジャーは蓋がとても閉まりにくく、私を含め、幾人かの方が閉じるのに苦労していました。,negative
そのほかには水素水がいつでも楽しめますので、健康志向の人にもいいのではないでしょうか。,positive
初めに出ていればもっと美味しかったでしょう。,neutral
ひとつだけ問題があるとすれば、お風呂のお湯調整が難しいのと匂い?,negative
部屋のサイズは、このクラスのホテルとしては一般的な感じですが、ベッド、ソファーともに居心地がよく、チェックアウトぎりぎりまで利用させていただきました。,neutral
温泉以外にも庭園や卓球などで楽しめ、満喫できた家族旅行になりました。,positive
車なら問題なし。,neutral
朝食も食べなくて残念でした。,negative
ただホテルスタッフの方は一生懸命に対応してくれたと相方から聞きました。,neutral
代わりに夕食の時にドリンクを一杯サービスしていただけました。,positive
突然の対応に感謝の気持ちとビジネスホテルとのサービスの差を感じました。,positive
また部屋に到着して、寝ようとしたらシーツが濡れており不快な気持ちで夜を過ごしました。,negative
夕食はとても美味しくて、このお値段でいいの?,positive
ただよう気の良さは格別です。,positive
目の前がガソリンスタンドで一晩中薄明りの中で過ごしました。,negative
願わくば野菜をもう少し多めに欲しかったです。,negative
お風呂大好きの私にとって、朝と夜で違うお風呂に入れたのはポイントが高かったですが、仕方ないことですが、朝は時間が短いためか混んでました...,negative
最近は直前割りのお得な朝食付きプランがお気に入りです。,positive
夏休み特典付きにしたので、子供の歯ブラシやスリッパ等ついていて子供が大喜びでした。,positive
熊本グルメを堪能させてもらいました。,positive
旅館の方の接客も温かくまた来たいと行っていました。,positive
食事に関しては、好みが分れるかと思います。,neutral
お部屋は、残念で景色が見れなかったので、エレベーターで上の階に上がり眺めを確認したりして、素泊まりだと上の階は難しいんだと話しながら、何だかんだ夜食に目の前のラーメン屋さんで食べましたが、懐かしいラーメンの味で美味しかったです。,neutral
海外出発前の荷造りにもまったく不自由はない。,positive
嵐山地点スタートの自転車イベントがあり、前泊するために初めて利用させていただきましたが、本当に綺麗な宿であり、さらにオーナー夫妻が親切で夕食場所も紹介・予約していただけました。,positive
クリスマスシーズンの土曜日利用で22000円/人はCPいいと感じましたよ。,positive
これまで色々なホテルを利用してきましたが(オフィシャルホテル含め)総合的に見てコスパが一番良い気がします。,positive
今は外国訪問者が多く仕方のない事かもしれませんが、フロントでスタッフが一緒になって大きな声で会話しているのが耳障りです。,negative
妊婦である私への配慮もしていただき、ありがたかったです。,positive
ベッドの寝心地が良くてホテルに泊まってて夜中一度も起きなかったのは初めてでした。,positive
そのおにぎりもとても美味しかったです。,positive
そもそも駅周辺にビジネスホテルが無いエリアなので大変助かりました。,positive
頂天風呂がオススメ!!!,positive
時間がなくて大浴場はりようしませんでしたが、キレイで食事も美味しくて、ビュッフェついつい食べ過ぎました。,positive
飲酒街だから、楽しいですね。,positive
自分が選んだ和食は想像通りの京都らしいお膳で、ちょっと足りない部分はペストリーとサラダ、果物で補い、大変結構なバランスでした。,positive
これが本当の日本の《おもてなし》だと思いました。,positive
料理は部屋食だったこともあるのですが、1品1品運ばれてくるたびに、仲居さん達と気さくに会話し、食事を楽しむことが出来ました。,positive
何回もバスの予約の変更などをしましたが、毎回丁寧に対応して頂きました。,positive
子ども(小学生一年)には、子供用に、ハンバーグ、チキンライス、エビフライ、ケーキなどでした。,positive
チェックインの時間に遅れても笑顔で迎えてくださり、お風呂に入ってからご飯食べたいという我儘も可能な限り聞いてくださいました。,positive
」と話していましたが、露天風呂から見える雪景色は最高でした。,positive
ホテルに到着した時は、年配の客がやたら多くて場違いな所かと若干心配でしたが、食事の時には冬休みに入ったこともありファミリー層も多くて、料理も結構美味しいものばかりで感心しました。,positive
アイロンが無いホテルには泊まれないかなと思いました。,negative
モデレートのお部屋に宿泊しました。,neutral
1つ目がお風呂のカビ。,negative
ハイクラスホテルと比較しますと、見劣りますが、ビジネスホテルという位置づけであれば、ハード面、ソフト面共に良いホテルだと思います。,positive
当日は、非常に強い寒波が迫っていたので、予定よりもかなり早くつきましたが、こころよく西岸駅まで迎えに来てくださり助かりました。,positive
フロントでブルーシールを売っていたのが、個人的には嬉しかったです。,positive
前にもバスタブに髪の毛がついたことがありました。,negative
京都の地理に詳しくなかったので、ホテルから目的地までの所要時間などを詳しく教えていただきました。,positive
夕食は、事前にメニューを伺い、前日とプランは違いますが重なるものが多かったけど、別のメニューで対応してくださいました。,neutral
総じてユーティリティ素晴らしい宿。,positive
美味しく召し上がってください。,neutral
デザートも、プチケーキが、いくつかあって、その点は、嬉しかったです。,positive
隣が自動車学校で、うるさいとイヤだな。,negative
日帰り温泉とお食事処がある建物にも宿泊のための個室があるようですが、私たちが泊まったのは幅5mほどの公道を挟んだ別館でした。,neutral
プール併設で、スイミングスクールとなっているようで、そこの生徒さんが自転車を停める場所みたいです。,neutral
ホテルの近くには商店街もあり居酒屋さんもたくさんあるので、ハシゴしましたが、疲れる事なく楽しめました!,positive
高齢の父に対するご配慮もありがたかったです。,positive
全壁面木材製の内湯では、天井の大きく開いた通気孔から流れ出る湯気をぼんやり見上げながら(これは一度訪ねたことのある人間なら印象的でしょう)、湯滝から注いだ湯が勿体ないほどじゃんじゃん流れ出る圧倒的な掛け流しの石風呂に浸れば極上の空間と言うほかありません。,positive
とにもかくにもホテルに毎回こまる大阪において、安定した品質で泊まれることは良い事です。,positive
とにかくペットと一緒にいられるというのが何より。,positive
しかし、もう1人のスタッフは、居酒屋の場所を丁寧に教えて頂けました。,positive
ルミナス神戸IIのディナークルーズも大変楽しめ、神戸の夜景を堪能しました。,positive
当日も、素晴らしい接客、素敵な部屋に泊まらせていただきありがとうございました。,positive
一つ上のお部屋でした。,neutral
子ども達も子ども用の低い台で料理を取ることができ、楽しめた。,positive
1泊出来れば良いと思い決めましたがスタッフの接客態度に大満足でした。,positive
お風呂は宿泊プランに追加されている空港併設の温泉施設を利用。,neutral
浴衣を自分でチョイスするところは初めてだったので、選ぶのが楽しかったです。,positive
前日の急な予約にも関わらず「おかえりなさい」ととても温かく迎えて下さり、それだけでまるで実家に帰ってきたかのように癒されました。,positive
私はそこにこだわりを持ちたいので品数不足に感じられた今回の内容は少しさみしい。,negative
(そして何故か部屋の空気も柔らかい??,neutral
急遽日にちを変更したのですが子供がいるのを配慮してくれ下に部屋がないお部屋にしてくれたり、私物のコンタクトの液をくださったりしてとても親切でした。,positive
ごはんもおいしく、事前にお伝えしていたバースデーケーキもメッセージ付きで準備頂きありがとうございました。,positive
